Timestamp,Device Name,Source IP,Destination IP,Traffic Volume (MB/s),Latency (ms),Bandwidth Allocated (MB/s),Bandwidth Used (MB/s),Congestion Flag,Log Text
2024-04-29 18:00:00,Router_B,192.168.1.51,192.168.2.214,54.63,34.43,100,58.26,No,Normal operation
2024-04-29 19:00:00,Router_B,192.168.1.251,192.168.2.191,88.3,28.91,100,84.15,No,Normal operation
2024-04-29 20:00:00,Router_B,192.168.1.57,192.168.2.119,15.16,25.93,100,29.63,Yes,"Congestion detected, high utilization"
2024-04-29 21:00:00,Router_B,192.168.1.209,192.168.2.100,29.03,43.53,100,29.25,No,Normal operation
2024-04-29 22:00:00,Router_B,192.168.1.221,192.168.2.172,90.86,51.52,100,92.59,No,Normal operation
2024-04-29 23:00:00,Router_B,192.168.1.175,192.168.2.142,39.51,40.76,100,39.79,No,Normal operation
2024-04-30 00:00:00,Router_B,192.168.1.37,192.168.2.87,39.79,17.31,100,49.04,Yes,"High utilization, nearing bandwidth limit"
2024-04-30 01:00:00,Router_B,192.168.1.32,192.168.2.123,67.44,42.56,100,83.8,Yes,"Congestion detected, high utilization"
2024-04-30 02:00:00,Router_B,192.168.1.56,192.168.2.222,58.4,35.86,100,104.74,Yes,"Outage, bandwidth exceeded, packet loss"
2024-04-30 03:00:00,Router_B,192.168.1.214,192.168.2.161,80.42,39.77,100,77.11,No,Normal operation
2024-04-30 04:00:00,Router_B,192.168.1.219,192.168.2.80,54.06,33.44,100,51.11,No,Normal operation
2024-04-30 05:00:00,Router_B,192.168.1.234,192.168.2.51,30.77,47.46,100,33.94,No,Normal operation
2024-04-30 06:00:00,Router_B,192.168.1.140,192.168.2.99,66.76,40.25,100,70.69,No,Normal operation
2024-04-30 07:00:00,Router_B,192.168.1.144,192.168.2.106,68.54,44.78,100,68.9,No,Normal operation
2024-04-30 08:00:00,Router_B,192.168.1.231,192.168.2.168,61.28,24.78,100,59.2,No,Normal operation
2024-04-30 09:00:00,Router_B,192.168.1.106,192.168.2.149,42.11,32.74,100,44.59,No,Normal operation
2024-04-30 10:00:00,Router_B,192.168.1.169,192.168.2.252,72.67,55.04,100,71.44,No,Normal operation
2024-04-30 11:00:00,Router_B,192.168.1.61,192.168.2.10,27.32,39.64,100,24.26,No,Normal operation
2024-04-30 12:00:00,Router_B,192.168.1.135,192.168.2.7,26.77,45.64,100,31.32,No,Normal operation
2024-04-30 13:00:00,Router_B,192.168.1.239,192.168.2.72,84.76,25.37,100,80.24,No,Normal operation
2024-04-30 14:00:00,Router_B,192.168.1.227,192.168.2.198,33.03,31.54,100,37.53,No,Normal operation
2024-04-30 15:00:00,Router_B,192.168.1.77,192.168.2.249,24.38,38.83,100,28.62,No,Normal operation
2024-04-30 16:00:00,Router_B,192.168.1.95,192.168.2.238,92.45,28.54,100,100.0,Yes,"Congestion detected, high utilization"
2024-04-30 17:00:00,Router_B,192.168.1.162,192.168.2.166,53.55,23.96,100,53.16,No,Normal operation
2024-04-30 18:00:00,Router_B,192.168.1.97,192.168.2.24,76.67,33.18,100,78.86,No,Normal operation
2024-04-30 19:00:00,Router_B,192.168.1.176,192.168.2.6,57.62,29.09,100,58.66,No,Normal operation
2024-04-30 20:00:00,Router_B,192.168.1.148,192.168.2.219,29.46,59.57,100,32.56,No,Normal operation
2024-04-30 21:00:00,Router_B,192.168.1.135,192.168.2.108,47.38,51.38,100,48.06,No,Normal operation
2024-04-30 22:00:00,Router_B,192.168.1.14,192.168.2.41,27.48,39.02,100,26.59,No,Normal operation
2024-04-30 23:00:00,Router_B,192.168.1.142,192.168.2.155,21.82,40.75,100,26.15,No,Normal operation
2024-05-01 00:00:00,Router_B,192.168.1.156,192.168.2.166,17.52,43.8,100,33.75,Yes,"High utilization, nearing bandwidth limit"
2024-05-01 01:00:00,Router_B,192.168.1.80,192.168.2.155,76.2,27.49,100,78.39,No,Normal operation
2024-05-01 02:00:00,Router_B,192.168.1.36,192.168.2.25,24.59,36.66,100,20.7,No,Normal operation
2024-05-01 03:00:00,Router_B,192.168.1.108,192.168.2.139,28.74,33.15,100,32.26,No,Normal operation
2024-05-01 04:00:00,Router_B,192.168.1.232,192.168.2.133,92.36,45.76,100,92.05,No,Normal operation
2024-05-01 05:00:00,Router_B,192.168.1.246,192.168.2.192,97.17,24.66,100,96.95,No,Normal operation
2024-05-01 06:00:00,Router_B,192.168.1.221,192.168.2.245,56.37,59.69,100,54.06,No,Normal operation
2024-05-01 07:00:00,Router_B,192.168.1.137,192.168.2.252,17.17,37.25,100,30.4,Yes,"High utilization, nearing bandwidth limit"
2024-05-01 08:00:00,Router_B,192.168.1.12,192.168.2.134,32.75,33.69,100,29.77,No,Normal operation
2024-05-01 09:00:00,Router_B,192.168.1.185,192.168.2.119,68.57,53.21,100,72.05,No,Normal operation
2024-05-01 10:00:00,Router_B,192.168.1.56,192.168.2.204,86.79,43.48,100,88.64,No,Normal operation
2024-05-01 11:00:00,Router_B,192.168.1.115,192.168.2.122,38.65,57.82,100,33.99,No,Normal operation
2024-05-01 12:00:00,Router_B,192.168.1.86,192.168.2.160,80.83,16.32,100,77.16,No,Normal operation
2024-05-01 13:00:00,Router_B,192.168.1.177,192.168.2.48,63.91,17.61,100,81.7,Yes,"Congestion detected, high utilization"
2024-05-01 14:00:00,Router_B,192.168.1.72,192.168.2.232,96.78,47.93,100,100.0,Yes,"Congestion detected, high utilization"
2024-05-01 15:00:00,Router_B,192.168.1.163,192.168.2.227,51.36,51.09,100,55.81,No,Normal operation
2024-05-01 16:00:00,Router_B,192.168.1.152,192.168.2.247,44.92,34.24,100,43.08,No,Normal operation
2024-05-01 17:00:00,Router_B,192.168.1.151,192.168.2.218,20.51,28.9,100,17.79,No,Normal operation
2024-05-01 18:00:00,Router_B,192.168.1.21,192.168.2.144,87.09,41.04,100,98.62,Yes,"Congestion detected, high utilization"
2024-05-01 19:00:00,Router_B,192.168.1.29,192.168.2.55,6.5,12.39,100,6.29,No,Normal operation
2024-05-01 20:00:00,Router_B,192.168.1.58,192.168.2.68,27.78,59.66,100,26.01,No,Normal operation
2024-05-01 21:00:00,Router_B,192.168.1.201,192.168.2.87,26.65,47.79,100,26.22,No,Normal operation
2024-05-01 22:00:00,Router_B,192.168.1.219,192.168.2.12,34.24,38.54,100,29.82,No,Normal operation
2024-05-01 23:00:00,Router_B,192.168.1.244,192.168.2.148,14.63,32.38,100,17.82,No,Normal operation
2024-05-02 00:00:00,Router_B,192.168.1.136,192.168.2.148,78.94,43.37,100,82.45,No,Normal operation
2024-05-02 01:00:00,Router_B,192.168.1.227,192.168.2.106,57.73,34.06,100,61.15,No,Normal operation
2024-05-02 02:00:00,Router_B,192.168.1.87,192.168.2.141,20.86,40.01,100,23.03,No,Normal operation
2024-05-02 03:00:00,Router_B,192.168.1.131,192.168.2.225,48.95,34.95,100,47.94,No,Normal operation
2024-05-02 04:00:00,Router_B,192.168.1.111,192.168.2.244,90.62,12.45,100,100.0,Yes,"High utilization, nearing bandwidth limit"
2024-05-02 05:00:00,Router_B,192.168.1.122,192.168.2.52,34.54,47.84,100,36.43,No,Normal operation
2024-05-02 06:00:00,Router_B,192.168.1.106,192.168.2.162,98.12,26.54,100,95.26,No,Normal operation
2024-05-02 07:00:00,Router_B,192.168.1.247,192.168.2.243,42.08,29.68,100,37.81,No,Normal operation
2024-05-02 08:00:00,Router_B,192.168.1.11,192.168.2.118,16.62,19.3,100,36.79,Yes,"Congestion detected, high utilization"
2024-05-02 09:00:00,Router_B,192.168.1.6,192.168.2.119,82.76,20.2,100,84.46,No,Normal operation
2024-05-02 10:00:00,Router_B,192.168.1.77,192.168.2.84,46.42,26.96,100,101.4,Yes,"Outage, bandwidth exceeded, packet loss"
2024-05-02 11:00:00,Router_B,192.168.1.93,192.168.2.128,6.47,22.8,100,101.42,Yes,"Outage, bandwidth exceeded, packet loss"
2024-05-02 12:00:00,Router_B,192.168.1.63,192.168.2.123,70.6,28.48,100,74.82,No,Normal operation
2024-05-02 13:00:00,Router_B,192.168.1.168,192.168.2.128,33.51,19.21,100,35.54,No,Normal operation
2024-05-02 14:00:00,Router_B,192.168.1.88,192.168.2.80,55.37,58.73,100,54.27,No,Normal operation
2024-05-02 15:00:00,Router_B,192.168.1.49,192.168.2.64,62.44,42.7,100,61.04,No,Normal operation
2024-05-02 16:00:00,Router_B,192.168.1.173,192.168.2.93,16.42,41.99,100,32.25,Yes,"Congestion detected, high utilization"
2024-05-02 17:00:00,Router_B,192.168.1.227,192.168.2.64,95.1,53.55,100,95.19,No,Normal operation
2024-05-02 18:00:00,Router_B,192.168.1.29,192.168.2.65,8.77,45.51,100,3.91,No,Normal operation
2024-05-02 19:00:00,Router_B,192.168.1.29,192.168.2.170,41.13,50.87,100,40.66,No,Normal operation
2024-05-02 20:00:00,Router_B,192.168.1.113,192.168.2.82,57.33,10.22,100,53.18,No,Normal operation
2024-05-02 21:00:00,Router_B,192.168.1.233,192.168.2.136,27.34,59.79,100,104.89,Yes,"Outage, bandwidth exceeded, packet loss"
2024-05-02 22:00:00,Router_B,192.168.1.234,192.168.2.190,56.22,42.1,100,56.29,No,Normal operation
2024-05-02 23:00:00,Router_B,192.168.1.248,192.168.2.63,43.47,55.64,100,44.31,No,Normal operation
2024-05-03 00:00:00,Router_B,192.168.1.179,192.168.2.107,28.53,25.28,100,30.51,No,Normal operation
2024-05-03 01:00:00,Router_B,192.168.1.159,192.168.2.92,51.8,24.55,100,52.44,No,Normal operation
2024-05-03 02:00:00,Router_B,192.168.1.184,192.168.2.18,31.82,36.22,100,49.29,Yes,"Congestion detected, high utilization"
2024-05-03 03:00:00,Router_B,192.168.1.223,192.168.2.84,41.64,24.59,100,41.62,No,Normal operation
2024-05-03 04:00:00,Router_B,192.168.1.127,192.168.2.64,19.79,10.05,100,21.43,No,Normal operation
2024-05-03 05:00:00,Router_B,192.168.1.151,192.168.2.233,91.06,40.73,100,92.48,No,Normal operation
2024-05-03 06:00:00,Router_B,192.168.1.132,192.168.2.65,55.43,36.48,100,58.14,No,Normal operation
2024-05-03 07:00:00,Router_B,192.168.1.200,192.168.2.244,94.5,59.25,100,95.67,No,Normal operation
2024-05-03 08:00:00,Router_B,192.168.1.23,192.168.2.190,19.09,28.01,100,23.79,Yes,"High utilization, nearing bandwidth limit"
2024-05-03 09:00:00,Router_B,192.168.1.189,192.168.2.190,86.67,44.07,100,85.23,No,Normal operation
2024-05-03 10:00:00,Router_B,192.168.1.139,192.168.2.125,52.92,27.73,100,53.54,No,Normal operation
2024-05-03 11:00:00,Router_B,192.168.1.7,192.168.2.179,34.07,56.42,100,30.45,No,Normal operation
2024-05-03 12:00:00,Router_B,192.168.1.47,192.168.2.143,89.32,17.87,100,90.75,No,Normal operation
2024-05-03 13:00:00,Router_B,192.168.1.34,192.168.2.235,49.63,11.3,100,64.12,Yes,"High utilization, nearing bandwidth limit"
2024-05-03 14:00:00,Router_B,192.168.1.136,192.168.2.101,86.22,59.47,100,88.78,No,Normal operation
2024-05-03 15:00:00,Router_B,192.168.1.206,192.168.2.97,40.92,50.19,100,62.84,Yes,"Congestion detected, high utilization"
2024-05-03 16:00:00,Router_B,192.168.1.129,192.168.2.160,59.66,13.62,100,74.83,Yes,"Congestion detected, high utilization"
2024-05-03 17:00:00,Router_B,192.168.1.170,192.168.2.67,87.74,48.77,100,89.46,No,Normal operation
2024-05-03 18:00:00,Router_B,192.168.1.162,192.168.2.84,17.91,31.99,100,32.87,Yes,"Congestion detected, high utilization"
2024-05-03 19:00:00,Router_B,192.168.1.196,192.168.2.227,15.57,17.19,100,18.45,No,Normal operation
2024-05-03 20:00:00,Router_B,192.168.1.136,192.168.2.28,34.51,15.66,100,41.34,Yes,"Congestion detected, high utilization"
2024-05-03 21:00:00,Router_B,192.168.1.229,192.168.2.35,7.98,53.69,100,6.05,No,Normal operation
2024-05-03 22:00:00,Router_B,192.168.1.162,192.168.2.143,15.44,58.07,100,14.5,No,Normal operation
2024-05-03 23:00:00,Router_B,192.168.1.168,192.168.2.101,73.24,51.37,100,75.84,No,Normal operation
2024-05-04 00:00:00,Router_B,192.168.1.241,192.168.2.52,97.11,16.68,100,97.69,No,Normal operation
2024-05-04 01:00:00,Router_B,192.168.1.22,192.168.2.119,39.79,25.07,100,42.56,No,Normal operation
2024-05-04 02:00:00,Router_B,192.168.1.199,192.168.2.77,28.61,19.26,100,103.29,Yes,"Outage, bandwidth exceeded, packet loss"
2024-05-04 03:00:00,Router_B,192.168.1.209,192.168.2.82,61.51,34.46,100,59.2,No,Normal operation
2024-05-04 04:00:00,Router_B,192.168.1.236,192.168.2.218,99.19,11.77,100,100.0,No,Normal operation
2024-05-04 05:00:00,Router_B,192.168.1.131,192.168.2.96,47.36,52.34,100,50.63,No,Normal operation
2024-05-04 06:00:00,Router_B,192.168.1.206,192.168.2.12,88.3,13.08,100,93.24,No,Normal operation
2024-05-04 07:00:00,Router_B,192.168.1.122,192.168.2.251,9.07,49.81,100,21.4,Yes,"High utilization, nearing bandwidth limit"
2024-05-04 08:00:00,Router_B,192.168.1.195,192.168.2.102,22.56,31.18,100,17.81,No,Normal operation
2024-05-04 09:00:00,Router_B,192.168.1.151,192.168.2.190,26.24,29.83,100,27.43,No,Normal operation
2024-05-04 10:00:00,Router_B,192.168.1.180,192.168.2.170,71.91,35.35,100,75.2,No,Normal operation
2024-05-04 11:00:00,Router_B,192.168.1.127,192.168.2.253,90.87,43.52,100,88.17,No,Normal operation
2024-05-04 12:00:00,Router_B,192.168.1.32,192.168.2.148,30.46,19.66,100,29.17,No,Normal operation
2024-05-04 13:00:00,Router_B,192.168.1.207,192.168.2.180,80.1,42.02,100,83.83,No,Normal operation
2024-05-04 14:00:00,Router_B,192.168.1.113,192.168.2.151,62.09,46.95,100,65.34,No,Normal operation
2024-05-04 15:00:00,Router_B,192.168.1.5,192.168.2.95,72.33,30.85,100,76.84,No,Normal operation
2024-05-04 16:00:00,Router_B,192.168.1.135,192.168.2.145,22.63,56.79,100,104.66,Yes,"Outage, bandwidth exceeded, packet loss"
2024-05-04 17:00:00,Router_B,192.168.1.250,192.168.2.104,71.82,29.38,100,76.76,No,Normal operation
2024-05-04 18:00:00,Router_B,192.168.1.100,192.168.2.170,69.35,34.95,100,65.38,No,Normal operation
2024-05-04 19:00:00,Router_B,192.168.1.20,192.168.2.13,90.91,14.04,100,100.0,Yes,"High utilization, nearing bandwidth limit"
2024-05-04 20:00:00,Router_B,192.168.1.9,192.168.2.104,35.06,55.75,100,37.3,No,Normal operation
2024-05-04 21:00:00,Router_B,192.168.1.206,192.168.2.74,64.55,28.45,100,63.36,No,Normal operation
2024-05-04 22:00:00,Router_B,192.168.1.196,192.168.2.213,80.27,48.59,100,84.88,No,Normal operation
2024-05-04 23:00:00,Router_B,192.168.1.245,192.168.2.143,54.86,29.14,100,59.41,No,Normal operation
